# http://127.0.0.1:7696 --workers 10 --loaded-duration-minutes 5 --output-dir run1
# {"appUrl":"http://127.0.0.1:7696","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
47,9,4,PLAYER_SESSION_CREATE,1607700580781,0,
47,9,4,REQ_HOME_START,1607700580781,4,
47,9,4,REQ_HOME_END,1607700582253,4,
47,9,4,WS_OPEN_START,1607700582253,5,
47,9,4,WS_OPEN_END,1607700582297,5,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700582297,6,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700582321,6,
47,9,4,WS_SEND_START,1607700582321,6,
47,9,4,WS_SEND_END,1607700582321,6,
47,9,4,WS_RECV_INIT_START,1607700582321,7,
47,9,4,WS_RECV_INIT_END,1607700582321,7,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700582321,8,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700582327,8,
47,9,4,WS_SEND_START,1607700582327,8,
47,9,4,WS_SEND_END,1607700582327,8,
47,9,4,WS_RECV_START,1607700582327,9,
47,9,4,WS_RECV_END,1607700582553,9,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700582553,10,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700582578,10,
47,9,4,WS_SEND_START,1607700582578,10,
47,9,4,WS_SEND_END,1607700582578,10,
47,9,4,WS_RECV_START,1607700582578,11,
47,9,4,WS_RECV_END,1607700582699,11,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700582699,12,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700582735,12,
47,9,4,WS_SEND_START,1607700582735,12,
47,9,4,WS_SEND_END,1607700582735,12,
47,9,4,WS_RECV_START,1607700582735,13,
47,9,4,WS_RECV_END,1607700582917,13,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700582917,14,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700582938,14,
47,9,4,WS_SEND_START,1607700582938,14,
47,9,4,WS_SEND_END,1607700582938,14,
47,9,4,WS_RECV_START,1607700582938,15,
47,9,4,WS_RECV_END,1607700582999,15,
47,9,4,WS_RECV_START,1607700582999,16,
47,9,4,WS_RECV_END,1607700588105,16,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700588105,17,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700589207,17,
47,9,4,WS_SEND_START,1607700589207,17,
47,9,4,WS_SEND_END,1607700589207,17,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700589207,18,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700589483,18,
47,9,4,WS_SEND_START,1607700589483,18,
47,9,4,WS_SEND_END,1607700589483,18,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700589483,19,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700589503,19,
47,9,4,WS_SEND_START,1607700589503,19,
47,9,4,WS_SEND_END,1607700589503,19,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700589503,20,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700589505,20,
47,9,4,WS_SEND_START,1607700589505,20,
47,9,4,WS_SEND_END,1607700589505,20,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700589505,21,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700590569,21,
47,9,4,WS_SEND_START,1607700590569,21,
47,9,4,WS_SEND_END,1607700590569,21,
47,9,4,WS_RECV_START,1607700590569,22,
47,9,4,WS_RECV_END,1607700603178,22,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700603178,23,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700604232,23,
47,9,4,WS_SEND_START,1607700604232,23,
47,9,4,WS_SEND_END,1607700604232,23,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700604232,24,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700605209,24,
47,9,4,WS_SEND_START,1607700605210,24,
47,9,4,WS_SEND_END,1607700605210,24,
47,9,4,WS_RECV_START,1607700605210,25,
47,9,4,WS_RECV_END,1607700614989,25,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700614989,26,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700615750,26,
47,9,4,WS_SEND_START,1607700615750,26,
47,9,4,WS_SEND_END,1607700615750,26,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700615750,27,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700616343,27,
47,9,4,WS_SEND_START,1607700616343,27,
47,9,4,WS_SEND_END,1607700616343,27,
47,9,4,WS_RECV_START,1607700616343,28,
47,9,4,WS_RECV_END,1607700618575,28,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700618575,29,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700618724,29,
47,9,4,WS_SEND_START,1607700618724,29,
47,9,4,WS_SEND_END,1607700618724,29,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700618724,30,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700620245,30,
47,9,4,WS_SEND_START,1607700620245,30,
47,9,4,WS_SEND_END,1607700620245,30,
47,9,4,WS_RECV_START,1607700620245,31,
47,9,4,WS_RECV_END,1607700620259,31,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700620259,32,
47,9,4,PLAYBACK_SLEEPBEFORE_END,1607700620264,32,
47,9,4,WS_SEND_START,1607700620264,32,
47,9,4,WS_SEND_END,1607700620264,32,
47,9,4,WS_RECV_START,1607700620264,33,
47,9,4,WS_RECV_END,1607700620268,33,
47,9,4,PLAYBACK_SLEEPBEFORE_START,1607700620268,34,
