# http://127.0.0.1:7696 --workers 10 --loaded-duration-minutes 5 --output-dir run1
# {"appUrl":"http://127.0.0.1:7696","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
35,6,3,PLAYER_SESSION_CREATE,1607700492589,0,
35,6,3,REQ_HOME_START,1607700492589,4,
35,6,3,REQ_HOME_END,1607700504615,4,
35,6,3,WS_OPEN_START,1607700504615,5,
35,6,3,WS_OPEN_END,1607700508378,5,
35,6,3,PLAYBACK_SLEEPBEFORE_START,1607700508378,6,
35,6,3,PLAYBACK_SLEEPBEFORE_END,1607700508402,6,
35,6,3,WS_SEND_START,1607700508402,6,
35,6,3,WS_SEND_END,1607700508402,6,
35,6,3,WS_RECV_INIT_START,1607700508402,7,
35,6,3,WS_RECV_INIT_END,1607700509806,7,
35,6,3,PLAYBACK_SLEEPBEFORE_START,1607700509806,8,
35,6,3,PLAYBACK_SLEEPBEFORE_END,1607700509813,8,
35,6,3,WS_SEND_START,1607700509813,8,
35,6,3,WS_SEND_END,1607700509813,8,
35,6,3,WS_RECV_START,1607700509813,9,
35,6,3,WS_RECV_END,1607700509878,9,
35,6,3,PLAYBACK_SLEEPBEFORE_START,1607700509878,10,
35,6,3,PLAYBACK_SLEEPBEFORE_END,1607700509901,10,
35,6,3,WS_SEND_START,1607700509901,10,
35,6,3,WS_SEND_END,1607700509901,10,
35,6,3,WS_RECV_START,1607700509901,11,
35,6,3,WS_RECV_END,1607700510020,11,
35,6,3,PLAYBACK_SLEEPBEFORE_START,1607700510020,12,
35,6,3,PLAYBACK_SLEEPBEFORE_END,1607700510051,12,
35,6,3,WS_SEND_START,1607700510051,12,
35,6,3,WS_SEND_END,1607700510051,12,
35,6,3,WS_RECV_START,1607700510051,13,
35,6,3,WS_RECV_END,1607700510164,13,
