# http://127.0.0.1:7696 --workers 10 --loaded-duration-minutes 5 --output-dir run1
# {"appUrl":"http://127.0.0.1:7696","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
15,5,1,PLAYER_SESSION_CREATE,1607700357223,0,
15,5,1,REQ_HOME_START,1607700357223,4,
15,5,1,REQ_HOME_END,1607700367745,4,
15,5,1,WS_OPEN_START,1607700367745,5,
15,5,1,WS_OPEN_END,1607700373697,5,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700373697,6,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700373724,6,
15,5,1,WS_SEND_START,1607700373724,6,
15,5,1,WS_SEND_END,1607700373724,6,
15,5,1,WS_RECV_INIT_START,1607700373724,7,
15,5,1,WS_RECV_INIT_END,1607700376803,7,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700376803,8,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700376810,8,
15,5,1,WS_SEND_START,1607700376810,8,
15,5,1,WS_SEND_END,1607700376810,8,
15,5,1,WS_RECV_START,1607700376811,9,
15,5,1,WS_RECV_END,1607700376892,9,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700376892,10,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700376916,10,
15,5,1,WS_SEND_START,1607700376916,10,
15,5,1,WS_SEND_END,1607700376916,10,
15,5,1,WS_RECV_START,1607700376916,11,
15,5,1,WS_RECV_END,1607700378344,11,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700378344,12,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700378376,12,
15,5,1,WS_SEND_START,1607700378376,12,
15,5,1,WS_SEND_END,1607700378376,12,
15,5,1,WS_RECV_START,1607700378376,13,
15,5,1,WS_RECV_END,1607700378495,13,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700378495,14,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700378513,14,
15,5,1,WS_SEND_START,1607700378513,14,
15,5,1,WS_SEND_END,1607700378513,14,
15,5,1,WS_RECV_START,1607700378513,15,
15,5,1,WS_RECV_END,1607700378538,15,
15,5,1,WS_RECV_START,1607700378538,16,
15,5,1,WS_RECV_END,1607700382217,16,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700382217,17,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700383319,17,
15,5,1,WS_SEND_START,1607700383319,17,
15,5,1,WS_SEND_END,1607700383319,17,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700383319,18,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700383591,18,
15,5,1,WS_SEND_START,1607700383591,18,
15,5,1,WS_SEND_END,1607700383591,18,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700383591,19,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700383611,19,
15,5,1,WS_SEND_START,1607700383611,19,
15,5,1,WS_SEND_END,1607700383611,19,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700383611,20,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700383613,20,
15,5,1,WS_SEND_START,1607700383613,20,
15,5,1,WS_SEND_END,1607700383613,20,
15,5,1,PLAYBACK_SLEEPBEFORE_START,1607700383613,21,
15,5,1,PLAYBACK_SLEEPBEFORE_END,1607700384675,21,
15,5,1,WS_SEND_START,1607700384675,21,
15,5,1,WS_SEND_END,1607700384675,21,
